vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point,avg_relative_humidity_in_percent,delay_indicator
Queen of Surrey,2017/2/5,16:50:00,1.65,0.8,94.5,0
Coastal Celebration,2017/2/5,17:00:00,1.35,0.55,95,1
Coastal Inspiration,2017/2/5,17:45:00,1.35,0.55,95,0
Queen of Oak Bay,2017/2/5,17:00:00,1.35,0.55,95,0
Queen of New Westminster,2017/2/5,17:45:00,1.35,0.55,95,0
Queen of Coquitlam,2017/2/5,17:50:00,1.35,0.55,95,0
Spirit of British Columbia,2017/2/5,18:00:00,1.15,-0.15,91.5,0
Queen of Surrey,2017/2/5,18:50:00,1.15,-0.15,91.5,0
Queen of imo,2017/2/5,18:40:00,1.15,-0.15,91.5,0
Coastal Reissance,2017/2/5,19:00:00,1,-1.4,84,0
Queen of Cowichan,2017/2/5,19:00:00,1,-1.4,84,0
Queen of Coquitlam,2017/2/5,19:50:00,1,-1.4,84,0
Coastal Inspiration,2017/2/5,20:15:00,0.4,-1.9,85,0
Queen of New Westminster,2017/2/5,20:15:00,0.4,-1.9,85,0
Queen of Surrey,2017/2/5,20:45:00,0.4,-1.9,85,0
Queen of imo,2017/2/5,21:35:00,0.05,-1.5,90,1
Queen of Oak Bay,2017/2/5,21:00:00,0.05,-1.5,90,0
Coastal Celebration,2017/2/5,21:00:00,0.05,-1.5,90,0
Coastal Inspiration,2017/2/5,22:45:00,0.4,-1.25,89,0
Queen of New Westminster,2017/2/5,22:45:00,0.4,-1.25,89,0
Coastal Inspiration,2017/2/6,5:15:00,-1.35,-2.1,94.5,0
Queen of New Westminster,2017/2/6,5:15:00,-1.35,-2.1,94.5,0
Queen of Surrey,2017/2/6,6:20:00,-1.2,-2.2,93,0
Queen of Cowichan,2017/2/6,6:30:00,-1.2,-2.2,93,0
Coastal Inspiration,2017/2/6,7:45:00,-1.2,-2.6,90.5,0
Queen of New Westminster,2017/2/6,7:45:00,-1.2,-2.6,90.5,0
Coastal Reissance,2017/2/6,7:00:00,-1.2,-2.6,90.5,0
Queen of Coquitlam,2017/2/6,7:20:00,-1.2,-2.6,90.5,0
Queen of Oak Bay,2017/2/6,8:30:00,-1.15,-2.8,89,0
Queen of Surrey,2017/2/6,8:25:00,-1.15,-2.8,89,0
Queen of Coquitlam,2017/2/6,9:25:00,-0.75,-3.05,84.5,0
Coastal Celebration,2017/2/6,9:00:00,-0.75,-3.05,84.5,0
Queen of New Westminster,2017/2/6,10:15:00,-0.45,-3.6,79,0
Coastal Inspiration,2017/2/6,10:15:00,-0.45,-3.6,79,0
Queen of Cowichan,2017/2/6,10:30:00,-0.45,-3.6,79,0
Queen of Surrey,2017/2/6,10:25:00,-0.45,-3.6,79,0
Queen of imo,2017/2/6,10:10:00,-0.45,-3.6,79,0
Coastal Reissance,2017/2/6,11:00:00,0.3,-3.75,74,0
Queen of Coquitlam,2017/2/6,11:25:00,0.3,-3.75,74,0
Queen of Surrey,2017/2/6,12:35:00,0.75,-4,70.5,0
Queen of New Westminster,2017/2/6,12:45:00,0.75,-4,70.5,0
Queen of Oak Bay,2017/2/6,12:30:00,0.75,-4,70.5,0
Coastal Inspiration,2017/2/6,12:45:00,0.75,-4,70.5,0
Queen of Coquitlam,2017/2/6,13:35:00,0.95,-4.2,68.5,0
Coastal Celebration,2017/2/6,13:00:00,0.95,-4.2,68.5,0
Queen of Surrey,2017/2/6,14:45:00,1.1,-3.7,70.5,0
Queen of Coquitlam,2017/2/6,15:45:00,0.35,-2.8,80,0
Queen of New Westminster,2017/2/6,15:15:00,0.35,-2.8,80,0
Coastal Inspiration,2017/2/6,15:15:00,0.35,-2.8,80,0
Queen of Cowichan,2017/2/6,15:00:00,0.35,-2.8,80,0
Coastal Reissance,2017/2/6,15:00:00,0.35,-2.8,80,0
Queen of Surrey,2017/2/6,16:50:00,-0.6,-1.95,90.5,0
Queen of Coquitlam,2017/2/6,17:50:00,-1,-1.6,95.5,0
Queen of New Westminster,2017/2/6,17:45:00,-1,-1.6,95.5,0
Queen of Oak Bay,2017/2/6,17:00:00,-1,-1.6,95.5,0
Coastal Inspiration,2017/2/6,17:45:00,-1,-1.6,95.5,0
Coastal Celebration,2017/2/6,17:00:00,-1,-1.6,95.5,0
Queen of Surrey,2017/2/6,18:50:00,-0.9,-1.55,95.5,0
Queen of imo,2017/2/6,19:20:00,-0.65,-1.3,95.5,1
Coastal Reissance,2017/2/6,19:00:00,-0.65,-1.3,95.5,0
Queen of Coquitlam,2017/2/6,19:50:00,-0.65,-1.3,95.5,0
Queen of New Westminster,2017/2/6,20:15:00,-0.4,-1.15,95,0
Coastal Inspiration,2017/2/6,20:15:00,-0.4,-1.15,95,0
Queen of Surrey,2017/2/6,20:45:00,-0.4,-1.15,95,0
Queen of Oak Bay,2017/2/6,21:00:00,-0.25,-1.4,92,0
Coastal Celebration,2017/2/6,21:00:00,-0.25,-1.4,92,0
Queen of New Westminster,2017/2/6,22:45:00,-0.15,-1.7,89,0
Coastal Inspiration,2017/2/6,22:45:00,-0.15,-1.7,89,0
Queen of New Westminster,2017/2/7,5:15:00,-0.8,-2.2,90.5,0
Coastal Inspiration,2017/2/7,5:15:00,-0.8,-2.2,90.5,0
Queen of Surrey,2017/2/7,6:20:00,-0.8,-2.1,91,0
Queen of Cowichan,2017/2/7,6:30:00,-0.8,-2.1,91,0
Queen of Coquitlam,2017/2/7,7:20:00,-1.35,-2.85,90,0
Coastal Reissance,2017/2/7,7:00:00,-1.35,-2.85,90,0
Coastal Inspiration,2017/2/7,7:45:00,-1.35,-2.85,90,0
Queen of New Westminster,2017/2/7,7:45:00,-1.35,-2.85,90,0
Queen of Oak Bay,2017/2/7,8:30:00,-1.15,-2.95,88,0
Queen of Surrey,2017/2/7,8:25:00,-1.15,-2.95,88,0
Queen of Coquitlam,2017/2/7,9:25:00,1.05,-2.15,80,0
Coastal Celebration,2017/2/7,9:00:00,1.05,-2.15,80,0
Queen of New Westminster,2017/2/7,10:15:00,2.4,-2.2,72,0
Queen of Cowichan,2017/2/7,10:30:00,2.4,-2.2,72,0
Queen of imo,2017/2/7,10:10:00,2.4,-2.2,72,0
Coastal Inspiration,2017/2/7,10:15:00,2.4,-2.2,72,0
Queen of Surrey,2017/2/7,10:25:00,2.4,-2.2,72,0
Coastal Reissance,2017/2/7,11:00:00,2.05,-3.45,67,0
Queen of Coquitlam,2017/2/7,11:25:00,2.05,-3.45,67,0
Queen of Surrey,2017/2/7,12:35:00,2.8,-3.5,63.5,0
Queen of New Westminster,2017/2/7,12:45:00,2.8,-3.5,63.5,0
Queen of Oak Bay,2017/2/7,12:30:00,2.8,-3.5,63.5,0
Coastal Inspiration,2017/2/7,12:45:00,2.8,-3.5,63.5,0
Coastal Celebration,2017/2/7,13:00:00,3.45,-2.7,64.5,0
Queen of Coquitlam,2017/2/7,13:35:00,3.45,-2.7,64.5,0
Queen of Surrey,2017/2/7,14:45:00,2.75,-2.95,66,0
Queen of Cowichan,2017/2/7,15:00:00,2.1,-3.35,67,0
Queen of New Westminster,2017/2/7,15:15:00,2.1,-3.35,67,0
Coastal Inspiration,2017/2/7,15:15:00,2.1,-3.35,67,0
Coastal Reissance,2017/2/7,15:00:00,2.1,-3.35,67,0
Queen of Coquitlam,2017/2/7,15:45:00,2.1,-3.35,67,0
Queen of Surrey,2017/2/7,16:50:00,2.2,-2.55,71,0
Coastal Celebration,2017/2/7,17:00:00,1.75,-2.1,75.5,0
Queen of New Westminster,2017/2/7,17:45:00,1.75,-2.1,75.5,0
Queen of Oak Bay,2017/2/7,17:00:00,1.75,-2.1,75.5,0
Queen of Coquitlam,2017/2/7,17:50:00,1.75,-2.1,75.5,0
Coastal Inspiration,2017/2/7,17:45:00,1.75,-2.1,75.5,0
Queen of Surrey,2017/2/7,18:50:00,0.95,-2.7,76.5,0
Queen of Coquitlam,2017/2/7,19:50:00,0.4,-3.75,74,0
Coastal Reissance,2017/2/7,19:00:00,0.4,-3.75,74,0
Queen of imo,2017/2/7,19:20:00,0.4,-3.75,74,0
Queen of New Westminster,2017/2/7,20:15:00,0.1,-4.65,70.5,0
Queen of Surrey,2017/2/7,20:45:00,0.1,-4.65,70.5,0
Coastal Inspiration,2017/2/7,20:15:00,0.1,-4.65,70.5,1
Coastal Celebration,2017/2/7,21:00:00,-0.2,-4.3,74,0
Queen of Oak Bay,2017/2/7,21:00:00,-0.2,-4.3,74,0
Coastal Inspiration,2017/2/7,22:45:00,-0.95,-4.3,78,0
Queen of New Westminster,2017/2/7,22:45:00,-0.95,-4.3,78,0
Queen of New Westminster,2017/2/8,5:15:00,-0.95,-4.05,79.5,0
Coastal Inspiration,2017/2/8,5:15:00,-0.95,-4.05,79.5,0
Queen of Cowichan,2017/2/8,6:30:00,-1.1,-4.35,78.5,0
Queen of Surrey,2017/2/8,6:20:00,-1.1,-4.35,78.5,0
Queen of Coquitlam,2017/2/8,7:20:00,-1.25,-4.1,81,0
Queen of New Westminster,2017/2/8,7:45:00,-1.25,-4.1,81,0
Coastal Reissance,2017/2/8,7:00:00,-1.25,-4.1,81,0
Coastal Inspiration,2017/2/8,7:45:00,-1.25,-4.1,81,0
Queen of Oak Bay,2017/2/8,8:30:00,-1.05,-4.35,78.5,0
Queen of Surrey,2017/2/8,8:25:00,-1.05,-4.35,78.5,0
Coastal Celebration,2017/2/8,9:00:00,-0.8,-4.85,74,0
Queen of Coquitlam,2017/2/8,9:25:00,-0.8,-4.85,74,0
Queen of Surrey,2017/2/8,10:25:00,-0.45,-4.65,73,0
Queen of Cowichan,2017/2/8,10:30:00,-0.45,-4.65,73,0
Queen of imo,2017/2/8,10:10:00,-0.45,-4.65,73,0
Coastal Inspiration,2017/2/8,10:15:00,-0.45,-4.65,73,1
Queen of New Westminster,2017/2/8,10:15:00,-0.45,-4.65,73,0
Coastal Reissance,2017/2/8,11:00:00,0,-4.25,73,0
Queen of Coquitlam,2017/2/8,11:25:00,0,-4.25,73,0
Queen of Oak Bay,2017/2/8,12:30:00,0,-4.4,72.5,0
Queen of Surrey,2017/2/8,12:35:00,0,-4.4,72.5,0
Queen of New Westminster,2017/2/8,12:45:00,0,-4.4,72.5,0
Coastal Inspiration,2017/2/8,12:45:00,0,-4.4,72.5,1
Queen of Coquitlam,2017/2/8,13:35:00,0.3,-3.65,75,0
Coastal Celebration,2017/2/8,13:00:00,0.3,-3.65,75,0
Queen of Surrey,2017/2/8,14:45:00,0.55,-1.95,84,0
Coastal Inspiration,2017/2/8,15:15:00,0.35,-1.15,90.5,0
Coastal Reissance,2017/2/8,15:00:00,0.35,-1.15,90.5,0
Queen of New Westminster,2017/2/8,15:15:00,0.35,-1.15,90.5,0
Queen of Cowichan,2017/2/8,15:00:00,0.35,-1.15,90.5,0
Queen of Coquitlam,2017/2/8,15:45:00,0.35,-1.15,90.5,0
Queen of Surrey,2017/2/8,16:50:00,0,-1.4,91,0
Queen of Coquitlam,2017/2/8,17:50:00,-0.55,-1.65,92.5,0
Queen of New Westminster,2017/2/8,17:45:00,-0.55,-1.65,92.5,1
Coastal Inspiration,2017/2/8,17:45:00,-0.55,-1.65,92.5,1
Coastal Celebration,2017/2/8,17:00:00,-0.55,-1.65,92.5,0
Queen of Oak Bay,2017/2/8,17:00:00,-0.55,-1.65,92.5,0
Queen of Surrey,2017/2/8,18:50:00,-0.55,-1.3,94.5,0
Queen of imo,2017/2/8,19:20:00,-0.5,-1.2,95,0
Queen of Coquitlam,2017/2/8,19:50:00,-0.5,-1.2,95,0
Coastal Reissance,2017/2/8,19:00:00,-0.5,-1.2,95,1
Coastal Inspiration,2017/2/8,20:15:00,-0.55,-1.2,95.5,0
Queen of New Westminster,2017/2/8,20:15:00,-0.55,-1.2,95.5,1
Queen of Surrey,2017/2/8,20:45:00,-0.55,-1.2,95.5,0
Coastal Celebration,2017/2/8,21:00:00,-0.3,-0.9,95.5,0
Queen of Oak Bay,2017/2/8,21:00:00,-0.3,-0.9,95.5,0
Coastal Inspiration,2017/2/8,22:45:00,-0.1,-0.65,95.5,0
Queen of New Westminster,2017/2/8,22:45:00,-0.1,-0.65,95.5,1
Coastal Inspiration,2017/2/9,5:15:00,1.3,0.9,97,0
Queen of New Westminster,2017/2/9,5:15:00,1.3,0.9,97,0
Queen of Cowichan,2017/2/9,6:30:00,2.25,1.85,97,0
Queen of Surrey,2017/2/9,6:20:00,2.25,1.85,97,0
Coastal Reissance,2017/2/9,7:00:00,3.05,2.65,97,0
Coastal Inspiration,2017/2/9,7:45:00,3.05,2.65,97,0
Queen of Coquitlam,2017/2/9,7:20:00,3.05,2.65,97,0
Queen of New Westminster,2017/2/9,7:45:00,3.05,2.65,97,0
Queen of Surrey,2017/2/9,8:25:00,4.05,3.65,97,0
Queen of Oak Bay,2017/2/9,8:30:00,4.05,3.65,97,0
Coastal Celebration,2017/2/9,9:00:00,3.6,3.2,97,0
Queen of Coquitlam,2017/2/9,9:25:00,3.6,3.2,97,0
Coastal Inspiration,2017/2/9,10:15:00,2.8,2.4,97,0
Queen of imo,2017/2/9,10:10:00,2.8,2.4,97,1
Queen of New Westminster,2017/2/9,10:15:00,2.8,2.4,97,0
Queen of Cowichan,2017/2/9,10:30:00,2.8,2.4,97,0
Queen of Surrey,2017/2/9,10:25:00,2.8,2.4,97,0
Queen of Coquitlam,2017/2/9,11:25:00,3.5,3.05,97,0
Coastal Reissance,2017/2/9,11:00:00,3.5,3.05,97,0
Queen of Surrey,2017/2/9,12:35:00,3.8,3.3,96.5,0
Queen of Oak Bay,2017/2/9,12:30:00,3.8,3.3,96.5,0
Coastal Inspiration,2017/2/9,12:45:00,3.8,3.3,96.5,0
Queen of New Westminster,2017/2/9,12:45:00,3.8,3.3,96.5,0
Coastal Celebration,2017/2/9,13:00:00,3.9,3.4,96.5,0
Queen of Coquitlam,2017/2/9,13:35:00,3.9,3.4,96.5,0
Queen of Surrey,2017/2/9,14:45:00,5.2,4.65,96.5,0
Coastal Inspiration,2017/2/9,15:15:00,6.75,5.95,94.5,0
Queen of New Westminster,2017/2/9,15:15:00,6.75,5.95,94.5,0
Queen of Coquitlam,2017/2/9,15:45:00,6.75,5.95,94.5,0
Coastal Reissance,2017/2/9,15:00:00,6.75,5.95,94.5,0
Queen of Cowichan,2017/2/9,15:00:00,6.75,5.95,94.5,0
Queen of Surrey,2017/2/9,16:50:00,7.4,6.2,92,0
Queen of Coquitlam,2017/2/9,17:50:00,7.25,5.95,91.5,0
Queen of Oak Bay,2017/2/9,17:00:00,7.25,5.95,91.5,0
Queen of New Westminster,2017/2/9,17:45:00,7.25,5.95,91.5,0
Coastal Inspiration,2017/2/9,17:45:00,7.25,5.95,91.5,0
Coastal Celebration,2017/2/9,17:00:00,7.25,5.95,91.5,0
Queen of Surrey,2017/2/9,18:50:00,6.75,5.8,93.5,0
Coastal Reissance,2017/2/9,19:00:00,6.5,5.85,95.5,0
Queen of imo,2017/2/9,19:20:00,6.5,5.85,95.5,0
Queen of Coquitlam,2017/2/9,19:50:00,6.5,5.85,95.5,0
Coastal Inspiration,2017/2/9,20:15:00,6.35,5.7,95.5,0
Queen of New Westminster,2017/2/9,20:15:00,6.35,5.7,95.5,0
Queen of Surrey,2017/2/9,20:45:00,6.35,5.7,95.5,0
Queen of Oak Bay,2017/2/9,21:00:00,6.05,5.4,95.5,0
Coastal Celebration,2017/2/9,21:00:00,6.05,5.4,95.5,0
Queen of New Westminster,2017/2/9,22:45:00,6.05,5.3,95,0
Coastal Inspiration,2017/2/9,22:45:00,6.05,5.3,95,0
Queen of New Westminster,2017/2/10,5:15:00,6.25,5.25,93.5,0
Coastal Inspiration,2017/2/10,5:15:00,6.25,5.25,93.5,0
Queen of Cowichan,2017/2/10,6:30:00,6.45,5.2,92,0
Queen of Surrey,2017/2/10,6:20:00,6.45,5.2,92,0
Spirit of British Columbia,2017/2/10,7:00:00,6.7,5.05,89,0
Coastal Inspiration,2017/2/10,7:45:00,6.7,5.05,89,0
Queen of New Westminster,2017/2/10,7:45:00,6.7,5.05,89,0
Queen of Coquitlam,2017/2/10,7:20:00,6.7,5.05,89,0
Queen of Surrey,2017/2/10,8:25:00,6.7,4.95,88.5,0
Queen of Oak Bay,2017/2/10,8:30:00,6.7,4.95,88.5,0
Queen of Coquitlam,2017/2/10,9:25:00,6.85,4.9,87.5,0
Coastal Celebration,2017/2/10,9:00:00,6.85,4.9,87.5,0
Coastal Inspiration,2017/2/10,10:15:00,7.05,4.85,86,0
Coastal Reissance,2017/2/10,10:00:00,7.05,4.85,86,0
Queen of Surrey,2017/2/10,10:25:00,7.05,4.85,86,0
Queen of Cowichan,2017/2/10,10:30:00,7.05,4.85,86,1
Queen of imo,2017/2/10,10:10:00,7.05,4.85,86,0
Queen of New Westminster,2017/2/10,10:15:00,7.05,4.85,86,0
Queen of Coquitlam,2017/2/10,11:25:00,7.25,4.55,83,0
Spirit of British Columbia,2017/2/10,11:00:00,7.25,4.55,83,0
Queen of New Westminster,2017/2/10,12:45:00,7.1,4.35,82.5,0
Queen of Oak Bay,2017/2/10,12:30:00,7.1,4.35,82.5,1
Coastal Inspiration,2017/2/10,12:45:00,7.1,4.35,82.5,0
Queen of Surrey,2017/2/10,12:35:00,7.1,4.35,82.5,0
Queen of Coquitlam,2017/2/10,13:35:00,6.6,4.8,88.5,0
Coastal Celebration,2017/2/10,13:00:00,6.6,4.8,88.5,0
Coastal Reissance,2017/2/10,14:00:00,6.25,5.2,93.5,0
Queen of Surrey,2017/2/10,14:45:00,6.25,5.2,93.5,0
Queen of Coquitlam,2017/2/10,15:45:00,6.5,3.5,82.5,0
Coastal Inspiration,2017/2/10,15:15:00,6.5,3.5,82.5,0
Queen of Alberni,2017/2/10,15:15:00,6.5,3.5,82.5,0
Queen of Cowichan,2017/2/10,15:00:00,6.5,3.5,82.5,0
Spirit of British Columbia,2017/2/10,15:00:00,6.5,3.5,82.5,0
Queen of Surrey,2017/2/10,16:50:00,6.1,1.65,73.5,0
Coastal Inspiration,2017/2/10,17:45:00,5.65,1.1,72.5,0
Queen of Oak Bay,2017/2/10,17:00:00,5.65,1.1,72.5,1
Coastal Celebration,2017/2/10,17:00:00,5.65,1.1,72.5,1
Queen of Alberni,2017/2/10,17:45:00,5.65,1.1,72.5,0
Queen of Coquitlam,2017/2/10,17:50:00,5.65,1.1,72.5,0
Coastal Reissance,2017/2/10,18:00:00,5.7,0.7,70,0
Queen of Surrey,2017/2/10,18:50:00,5.7,0.7,70,0
Queen of Cowichan,2017/2/10,19:00:00,5.1,0.95,74.5,1
Queen of imo,2017/2/10,19:20:00,5.1,0.95,74.5,1
Spirit of British Columbia,2017/2/10,19:00:00,5.1,0.95,74.5,0
Queen of Coquitlam,2017/2/10,19:50:00,5.1,0.95,74.5,0
Queen of Surrey,2017/2/10,20:45:00,4.55,1.5,80.5,0
Coastal Inspiration,2017/2/10,20:15:00,4.55,1.5,80.5,0
Queen of Alberni,2017/2/10,20:15:00,4.55,1.5,80.5,0
Coastal Celebration,2017/2/10,21:00:00,4,2,87,1
Queen of Oak Bay,2017/2/10,21:00:00,4,2,87,1
Coastal Inspiration,2017/2/10,22:45:00,3.6,2,90,0
Queen of Alberni,2017/2/10,22:45:00,3.6,2,90,0
Coastal Inspiration,2017/2/11,5:15:00,3.5,2.35,92.5,0
Queen of Alberni,2017/2/11,5:15:00,3.5,2.35,92.5,0
Queen of Surrey,2017/2/11,6:20:00,3.6,2.35,92,0
Queen of Cowichan,2017/2/11,6:30:00,3.6,2.35,92,0
Queen of Coquitlam,2017/2/11,7:20:00,3.55,2.35,92,0
Spirit of British Columbia,2017/2/11,7:00:00,3.55,2.35,92,0
Coastal Inspiration,2017/2/11,7:45:00,3.55,2.35,92,0
Queen of Alberni,2017/2/11,7:45:00,3.55,2.35,92,0
Queen of Surrey,2017/2/11,8:25:00,3.95,2.5,90,0
Queen of imo,2017/2/11,8:35:00,3.95,2.5,90,1
Queen of Oak Bay,2017/2/11,8:30:00,3.95,2.5,90,0
Coastal Reissance,2017/2/11,8:00:00,3.95,2.5,90,0
Queen of Coquitlam,2017/2/11,9:25:00,4.65,2.95,88.5,0
Coastal Celebration,2017/2/11,9:00:00,4.65,2.95,88.5,0
Queen of Surrey,2017/2/11,10:25:00,5.6,3.5,86,0
Queen of Cowichan,2017/2/11,10:30:00,5.6,3.5,86,0
Queen of Alberni,2017/2/11,10:15:00,5.6,3.5,86,0
Coastal Inspiration,2017/2/11,10:15:00,5.6,3.5,86,0
Queen of Coquitlam,2017/2/11,11:25:00,6.4,3.85,83.5,0
Spirit of British Columbia,2017/2/11,11:00:00,6.4,3.85,83.5,0
Queen of Oak Bay,2017/2/11,12:30:00,6.8,4.15,83,1
Coastal Inspiration,2017/2/11,12:45:00,6.8,4.15,83,0
Coastal Reissance,2017/2/11,12:00:00,6.8,4.15,83,0
Queen of Alberni,2017/2/11,12:45:00,6.8,4.15,83,0
Queen of Surrey,2017/2/11,12:35:00,6.8,4.15,83,0
Queen of imo,2017/2/11,12:15:00,6.8,4.15,83,0
Coastal Celebration,2017/2/11,13:00:00,7.3,4.55,82.5,0
Queen of Coquitlam,2017/2/11,13:35:00,7.3,4.55,82.5,0
Queen of Surrey,2017/2/11,14:45:00,7.35,4.5,82,0
Coastal Inspiration,2017/2/11,15:15:00,7.15,4.25,81.5,0
Queen of Alberni,2017/2/11,15:15:00,7.15,4.25,81.5,0
Spirit of British Columbia,2017/2/11,15:00:00,7.15,4.25,81.5,0
Queen of Cowichan,2017/2/11,15:00:00,7.15,4.25,81.5,0
Queen of Coquitlam,2017/2/11,15:45:00,7.15,4.25,81.5,0
Queen of Surrey,2017/2/11,16:50:00,7.05,4.25,82.5,0
Coastal Celebration,2017/2/11,17:00:00,6.65,4.35,85.5,0
Queen of Coquitlam,2017/2/11,17:50:00,6.65,4.35,85.5,0
Coastal Inspiration,2017/2/11,17:45:00,6.65,4.35,85.5,1
Queen of Alberni,2017/2/11,17:45:00,6.65,4.35,85.5,0
Queen of Oak Bay,2017/2/11,17:00:00,6.65,4.35,85.5,0
Queen of Surrey,2017/2/11,18:50:00,6.35,4.4,87,0
Queen of Cowichan,2017/2/11,19:00:00,5.95,4.3,89,1
Spirit of British Columbia,2017/2/11,19:00:00,5.95,4.3,89,0
Queen of Coquitlam,2017/2/11,19:50:00,5.95,4.3,89,0
Queen of imo,2017/2/11,20:45:00,5.5,4.15,91,0
Queen of Surrey,2017/2/11,20:45:00,5.5,4.15,91,0
Queen of Oak Bay,2017/2/11,21:00:00,5.35,3.9,90.5,0
Coastal Celebration,2017/2/11,21:00:00,5.35,3.9,90.5,0
Queen of Surrey,2017/2/12,6:20:00,4.25,2.75,89.5,0
Queen of Cowichan,2017/2/12,6:30:00,4.25,2.75,89.5,0
Spirit of British Columbia,2017/2/12,7:00:00,4.2,2.55,89,0
Queen of Coquitlam,2017/2/12,7:20:00,4.2,2.55,89,0
Queen of Surrey,2017/2/12,8:25:00,4.25,2.5,88.5,0
Queen of Oak Bay,2017/2/12,8:30:00,4.25,2.5,88.5,0
Coastal Celebration,2017/2/12,9:00:00,4.8,2.7,86.5,0
Queen of Coquitlam,2017/2/12,9:25:00,4.8,2.7,86.5,0
Queen of Cowichan,2017/2/12,10:30:00,6.3,3.15,80.5,0
Queen of Surrey,2017/2/12,10:25:00,6.3,3.15,80.5,0
Queen of Alberni,2017/2/12,10:15:00,6.3,3.15,80.5,0
Coastal Inspiration,2017/2/12,10:15:00,6.3,3.15,80.5,0
Queen of Coquitlam,2017/2/12,11:25:00,7.7,3.35,74,0
Queen of imo,2017/2/12,11:10:00,7.7,3.35,74,0
Spirit of British Columbia,2017/2/12,11:00:00,7.7,3.35,74,0
Queen of Surrey,2017/2/12,12:35:00,7.6,2.8,72,0
Queen of Oak Bay,2017/2/12,12:30:00,7.6,2.8,72,0
Coastal Inspiration,2017/2/12,12:45:00,7.6,2.8,72,0
Queen of Alberni,2017/2/12,12:45:00,7.6,2.8,72,0
Queen of Coquitlam,2017/2/12,13:35:00,7.1,2.35,72,0
Coastal Celebration,2017/2/12,13:00:00,7.1,2.35,72,0
Coastal Reissance,2017/2/12,14:00:00,6.95,2.45,73,0
Queen of Surrey,2017/2/12,14:45:00,6.95,2.45,73,0
Coastal Inspiration,2017/2/12,15:15:00,6.7,2.3,73.5,0
Spirit of British Columbia,2017/2/12,15:00:00,6.7,2.3,73.5,0
Queen of Alberni,2017/2/12,15:15:00,6.7,2.3,73.5,0
Queen of Cowichan,2017/2/12,15:00:00,6.7,2.3,73.5,0
Queen of Coquitlam,2017/2/12,15:45:00,6.7,2.3,73.5,0
Queen of Surrey,2017/2/12,16:50:00,6.3,2.15,74.5,0
Queen of Oak Bay,2017/2/12,17:00:00,5.3,2.05,79.5,0
Queen of Coquitlam,2017/2/12,17:50:00,5.3,2.05,79.5,0
Queen of Alberni,2017/2/12,17:45:00,5.3,2.05,79.5,0
Coastal Celebration,2017/2/12,17:00:00,5.3,2.05,79.5,0
Coastal Inspiration,2017/2/12,17:45:00,5.3,2.05,79.5,0
Queen of imo,2017/2/12,18:40:00,4.1,1.65,84.5,0
Queen of Surrey,2017/2/12,18:50:00,4.1,1.65,84.5,0
Coastal Reissance,2017/2/12,18:00:00,4.1,1.65,84.5,0
Queen of Coquitlam,2017/2/12,19:50:00,3.6,1.7,87.5,0
Queen of Cowichan,2017/2/12,19:00:00,3.6,1.7,87.5,0
Spirit of British Columbia,2017/2/12,19:00:00,3.6,1.7,87.5,0
Queen of Surrey,2017/2/12,20:45:00,4.5,2.7,88,0
Queen of Alberni,2017/2/12,20:15:00,4.5,2.7,88,0
Coastal Inspiration,2017/2/12,20:15:00,4.5,2.7,88,0
Coastal Celebration,2017/2/12,21:00:00,5.3,3.25,87,0
Queen of imo,2017/2/12,21:35:00,5.3,3.25,87,0
Queen of Oak Bay,2017/2/12,21:00:00,5.3,3.25,87,0
Coastal Inspiration,2017/2/12,22:45:00,5,3.05,88,0
Queen of Alberni,2017/2/12,22:45:00,5,3.05,88,0
Queen of Alberni,2017/2/13,5:15:00,1.7,0.35,91,0
Coastal Inspiration,2017/2/13,5:15:00,1.7,0.35,91,0
Queen of Surrey,2017/2/13,6:20:00,2.2,0.85,91,0
Queen of Cowichan,2017/2/13,6:30:00,2.2,0.85,91,0
Spirit of British Columbia,2017/2/13,7:00:00,2.8,1.35,90.5,0
Queen of Coquitlam,2017/2/13,7:20:00,2.8,1.35,90.5,0
Coastal Inspiration,2017/2/13,7:45:00,2.8,1.35,90.5,0
Queen of Alberni,2017/2/13,7:45:00,2.8,1.35,90.5,0
Queen of Oak Bay,2017/2/13,8:30:00,3.85,1.45,85,0
Queen of Surrey,2017/2/13,8:25:00,3.85,1.45,85,0
Coastal Celebration,2017/2/13,9:00:00,5.9,2.35,78,0
Queen of Coquitlam,2017/2/13,9:25:00,5.9,2.35,78,0
Queen of imo,2017/2/13,10:10:00,7.05,2.75,74,0
Queen of Cowichan,2017/2/13,10:30:00,7.05,2.75,74,0
Coastal Reissance,2017/2/13,10:00:00,7.05,2.75,74,0
Queen of Surrey,2017/2/13,10:25:00,7.05,2.75,74,0
Queen of Alberni,2017/2/13,10:15:00,7.05,2.75,74,0
Coastal Inspiration,2017/2/13,10:15:00,7.05,2.75,74,0
Queen of Coquitlam,2017/2/13,11:25:00,8.5,3.2,69.5,0
Spirit of British Columbia,2017/2/13,11:00:00,8.5,3.2,69.5,0
Queen of Oak Bay,2017/2/13,12:30:00,8.9,3.8,70.5,0
Queen of Surrey,2017/2/13,12:35:00,8.9,3.8,70.5,0
Coastal Inspiration,2017/2/13,12:45:00,8.9,3.8,70.5,0
Queen of Alberni,2017/2/13,12:45:00,8.9,3.8,70.5,0
