vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point_temperature,avg_relative_humidity,avg_wind_direction,avg_wind_speed,avg_visibility,avg_station_pressure,delay_indicator
Mayne Queen,2017/2/3,5:10:00,1.9,-3,70,40,11,24.1,100.52,0
Queen of Cumberland,2017/2/3,5:20:00,1.9,-3,70,40,11,24.1,100.52,0
Coastal Celebration,2017/2/3,7:00:00,1.15,-0.65,88,190,11.5,12.05,100.41,0
Bowen Queen,2017/2/3,7:00:00,1.15,-0.65,88,190,11.5,12.05,100.41,0
Bowen Queen,2017/2/3,8:35:00,1,-0.35,91,25,9.5,6.45,100.325,0
Mayne Queen,2017/2/3,9:10:00,1.2,-0.3,90,25,9,13.7,100.255,0
Coastal Reissance,2017/2/3,9:00:00,1.2,-0.3,90,25,9,13.7,100.255,0
Queen of Cumberland,2017/2/3,9:00:00,1.2,-0.3,90,25,9,13.7,100.255,0
Bowen Queen,2017/2/3,10:25:00,1.4,-0.15,89.5,20,10.5,21.7,100.175,0
Coastal Celebration,2017/2/3,11:00:00,1.4,-0.2,89,20,13,20.1,100.07,1
Queen of Cumberland,2017/2/3,11:00:00,1.4,-0.2,89,20,13,20.1,100.07,0
Spirit of British Columbia,2017/2/3,12:00:00,1.55,0,89.5,20,12.5,17.7,99.935,0
Coastal Reissance,2017/2/3,13:00:00,1.6,0.1,90,20,12.5,17.7,99.805,0
Bowen Queen,2017/2/3,13:25:00,1.6,0.1,90,20,12.5,17.7,99.805,0
Mayne Queen,2017/2/3,14:50:00,1.6,0.25,91,20,11,12.1,99.715,0
Queen of Cumberland,2017/2/3,14:15:00,1.6,0.25,91,20,11,12.1,99.715,0
Bowen Queen,2017/2/3,15:00:00,1.45,0.4,93,190,11.5,5.65,99.665,0
Coastal Celebration,2017/2/3,15:00:00,1.45,0.4,93,190,11.5,5.65,99.665,0
Queen of Cumberland,2017/2/3,16:15:00,1.1,0.2,94,355,14,2.8,99.64,0
Spirit of British Columbia,2017/2/3,16:00:00,1.1,0.2,94,355,14,2.8,99.64,0
Coastal Reissance,2017/2/3,17:00:00,0.85,0.05,94.5,355,15,2.4,99.62,0
Bowen Queen,2017/2/3,17:00:00,0.85,0.05,94.5,355,15,2.4,99.62,0
Queen of Cumberland,2017/2/3,18:30:00,0.8,0.1,95,360,18,3.6,99.615,0
Bowen Queen,2017/2/3,19:00:00,1.05,0.25,94.5,355,19,6.45,99.62,0
Mayne Queen,2017/2/3,19:40:00,1.05,0.25,94.5,355,19,6.45,99.62,0
Coastal Celebration,2017/2/3,19:00:00,1.05,0.25,94.5,355,19,6.45,99.62,0
Bowen Queen,2017/2/3,21:00:00,1.3,0.4,94,360,14,12.9,99.65,0
Coastal Reissance,2017/2/3,21:00:00,1.3,0.4,94,360,14,12.9,99.65,0
Mayne Queen,2017/2/4,5:40:00,2,1.1,94,340,14,8.1,100.16,0
Queen of Cumberland,2017/2/4,5:50:00,2,1.1,94,340,14,8.1,100.16,0
Bowen Queen,2017/2/4,7:00:00,2.2,1.2,93,355,14,20.1,100.305,0
Coastal Celebration,2017/2/4,7:00:00,2.2,1.2,93,355,14,20.1,100.305,0
Mayne Queen,2017/2/4,8:15:00,2.5,1.4,92.5,195,9,24.1,100.37,0
Bowen Queen,2017/2/4,9:00:00,2.95,1.75,92,25,5.5,24.1,100.43,0
Coastal Reissance,2017/2/4,9:00:00,2.95,1.75,92,25,5.5,24.1,100.43,0
Queen of Cumberland,2017/2/4,9:35:00,2.95,1.75,92,25,5.5,24.1,100.43,0
Coastal Celebration,2017/2/4,11:00:00,3.95,2.55,90.5,350,11,20.1,100.52,0
Bowen Queen,2017/2/4,11:00:00,3.95,2.55,90.5,350,11,20.1,100.52,0
Coastal Reissance,2017/2/4,13:00:00,3.3,2.35,93.5,350,13.5,12.9,100.415,0
Bowen Queen,2017/2/4,13:00:00,3.3,2.35,93.5,350,13.5,12.9,100.415,0
Queen of Cumberland,2017/2/4,14:30:00,3.05,2.15,94,330,12.5,11.3,100.355,0
Bowen Queen,2017/2/4,15:00:00,2.9,2,94,335,16,12.9,100.285,0
Coastal Celebration,2017/2/4,15:00:00,2.9,2,94,335,16,12.9,100.285,0
Mayne Queen,2017/2/4,16:00:00,2.45,1.55,94,345,16,11.3,100.235,1
Coastal Reissance,2017/2/4,17:00:00,2.05,1.15,94,345,15.5,11.3,100.18,0
Bowen Queen,2017/2/4,17:00:00,2.05,1.15,94,345,15.5,11.3,100.18,0
Queen of Cumberland,2017/2/4,18:35:00,2,1.1,94,355,14.5,11.3,100.12,0
Coastal Celebration,2017/2/4,19:00:00,2.2,1.3,94,350,8,9.7,100.12,0
Bowen Queen,2017/2/4,19:00:00,2.2,1.3,94,350,8,9.7,100.12,0
Mayne Queen,2017/2/4,19:10:00,2.2,1.3,94,350,8,9.7,100.12,0
Coastal Reissance,2017/2/4,21:00:00,3.7,2.4,91,290,6,16.1,100.16,0
Bowen Queen,2017/2/4,21:00:00,3.7,2.4,91,290,6,16.1,100.16,0
Mayne Queen,2017/2/5,6:00:00,2.9,0.3,83,325,5,24.1,100.365,0
Queen of Cumberland,2017/2/5,6:25:00,2.9,0.3,83,325,5,24.1,100.365,0
Coastal Celebration,2017/2/5,7:00:00,2.35,0,84.5,345,4,24.1,100.4,0
Coastal Reissance,2017/2/5,9:00:00,2.75,0.85,87,50,6,24.1,100.39,0
Queen of Cumberland,2017/2/5,9:35:00,2.75,0.85,87,50,6,24.1,100.39,0
Bowen Queen,2017/2/5,9:00:00,2.75,0.85,87,50,6,24.1,100.39,0
Bowen Queen,2017/2/5,11:00:00,4.4,2.1,85,50,9.5,24.1,100.305,0
Coastal Celebration,2017/2/5,11:00:00,4.4,2.1,85,50,9.5,24.1,100.305,0
Spirit of British Columbia,2017/2/5,12:00:00,4.7,1.7,81,105,13,24.1,100.215,0
Coastal Reissance,2017/2/5,13:00:00,4.65,1.65,81,110,14,24.1,100.09,0
Bowen Queen,2017/2/5,13:00:00,4.65,1.65,81,110,14,24.1,100.09,0
Mayne Queen,2017/2/5,14:15:00,4.65,1.65,81,110,15,24.1,99.985,0
Queen of Cumberland,2017/2/5,14:40:00,4.65,1.65,81,110,15,24.1,99.985,0
Coastal Celebration,2017/2/5,15:00:00,4.65,1.15,78,115,16,24.1,99.915,1
Bowen Queen,2017/2/5,15:00:00,4.65,1.15,78,115,16,24.1,99.915,0
Spirit of British Columbia,2017/2/5,16:00:00,3.1,0.45,83,65,11.5,14.45,99.845,0
Coastal Reissance,2017/2/5,17:00:00,1.2,0.05,92,20,11,4,99.77,0
Mayne Queen,2017/2/5,17:25:00,1.2,0.05,92,20,11,4,99.77,0
Bowen Queen,2017/2/5,17:00:00,1.2,0.05,92,20,11,4,99.77,0
Queen of Cumberland,2017/2/5,18:25:00,0.75,-0.65,90.5,20,15.5,4,99.66,0
Mayne Queen,2017/2/5,19:10:00,0.5,-1.6,86,15,15.5,7.25,99.545,0
Bowen Queen,2017/2/5,19:00:00,0.5,-1.6,86,15,15.5,7.25,99.545,0
Coastal Celebration,2017/2/5,19:00:00,0.5,-1.6,86,15,15.5,7.25,99.545,0
Coastal Reissance,2017/2/5,21:00:00,0,-3,80,30,23,8.1,99.4,0
Bowen Queen,2017/2/5,21:00:00,0,-3,80,30,23,8.1,99.4,0
Queen of Cumberland,2017/2/6,5:20:00,-1.4,-3.1,88,60,11,3.2,99.59,0
Mayne Queen,2017/2/6,5:10:00,-1.4,-3.1,88,60,11,3.2,99.59,0
Bowen Queen,2017/2/6,7:00:00,-1,-2.5,89.5,35,6.5,8.1,99.685,0
Coastal Celebration,2017/2/6,7:00:00,-1,-2.5,89.5,35,6.5,8.1,99.685,0
Bowen Queen,2017/2/6,8:35:00,-1.2,-2.6,90,200,9.5,4.85,99.745,0
Coastal Reissance,2017/2/6,9:00:00,-1.15,-2.4,91,185,8.5,3.2,99.805,0
Queen of Cumberland,2017/2/6,9:00:00,-1.15,-2.4,91,185,8.5,3.2,99.805,0
Mayne Queen,2017/2/6,9:10:00,-1.15,-2.4,91,185,8.5,3.2,99.805,0
Bowen Queen,2017/2/6,10:25:00,-0.75,-2,91,185,5.5,4,99.865,0
Coastal Celebration,2017/2/6,11:00:00,-0.4,-2.05,88.5,355,8,9.65,99.91,0
Queen of Cumberland,2017/2/6,11:00:00,-0.4,-2.05,88.5,355,8,9.65,99.91,0
Coastal Reissance,2017/2/6,13:00:00,0.2,-2.35,83,205,11.5,10.45,99.955,0
Bowen Queen,2017/2/6,13:25:00,0.2,-2.35,83,205,11.5,10.45,99.955,0
Queen of Cumberland,2017/2/6,14:15:00,0.15,-1.7,87.5,360,12,1.6,99.98,0
Mayne Queen,2017/2/6,14:50:00,0.15,-1.7,87.5,360,12,1.6,99.98,0
Bowen Queen,2017/2/6,15:00:00,0,-1.1,92.5,350,9,1.2,100.055,0
Coastal Celebration,2017/2/6,15:00:00,0,-1.1,92.5,350,9,1.2,100.055,0
Queen of Cumberland,2017/2/6,16:15:00,-0.15,-1.05,94,335,11,0.8,100.13,0
Coastal Reissance,2017/2/6,17:00:00,-0.45,-1.25,94.5,340,13.5,1.2,100.22,0
Bowen Queen,2017/2/6,17:00:00,-0.45,-1.25,94.5,340,13.5,1.2,100.22,0
Queen of Cumberland,2017/2/6,18:30:00,-0.75,-1.6,94,345,13,2.4,100.335,0
Coastal Celebration,2017/2/6,19:00:00,-0.75,-1.7,93.5,340,12.5,3.2,100.42,0
Bowen Queen,2017/2/6,19:00:00,-0.75,-1.7,93.5,340,12.5,3.2,100.42,1
Mayne Queen,2017/2/6,19:40:00,-0.75,-1.7,93.5,340,12.5,3.2,100.42,0
Coastal Reissance,2017/2/6,21:00:00,-0.4,-1.3,94,320,10,3.2,100.58,0
Skee Queen,2017/2/6,21:00:00,-0.4,-1.3,94,320,10,3.2,100.58,0
Queen of Cumberland,2017/2/7,5:20:00,0.4,-0.8,92,350,16,16.1,100.58,0
Mayne Queen,2017/2/7,5:10:00,0.4,-0.8,92,350,16,16.1,100.58,0
Skee Queen,2017/2/7,7:00:00,0.3,-1.65,87,360,18,8.85,100.495,0
Coastal Celebration,2017/2/7,7:00:00,0.3,-1.65,87,360,18,8.85,100.495,0
Queen of Cumberland,2017/2/7,8:30:00,0.05,-2.5,83,355,18,18.5,100.53,0
Coastal Reissance,2017/2/7,9:00:00,-0.2,-3.35,79.5,350,18,20.1,100.565,0
Skee Queen,2017/2/7,9:00:00,-0.2,-3.35,79.5,350,18,20.1,100.565,0
Mayne Queen,2017/2/7,9:10:00,-0.2,-3.35,79.5,350,18,20.1,100.565,0
Queen of Cumberland,2017/2/7,10:25:00,0.45,-4,72.5,355,17.5,20.1,100.615,0
Coastal Celebration,2017/2/7,11:00:00,1,-4.9,65,360,19.5,24.1,100.65,0
Skee Queen,2017/2/7,11:00:00,1,-4.9,65,360,19.5,24.1,100.65,0
Skee Queen,2017/2/7,13:25:00,1.5,-4.5,64.5,355,20,24.1,100.71,0
Coastal Reissance,2017/2/7,13:00:00,1.5,-4.5,64.5,355,20,24.1,100.71,0
Mayne Queen,2017/2/7,14:50:00,1.8,-3.5,68,355,16.5,24.1,100.785,0
Queen of Cumberland,2017/2/7,14:15:00,1.8,-3.5,68,355,16.5,24.1,100.785,0
Coastal Celebration,2017/2/7,15:00:00,2.1,-2.45,72,350,13,24.1,100.89,1
Skee Queen,2017/2/7,15:00:00,2.1,-2.45,72,350,13,24.1,100.89,0
Queen of Cumberland,2017/2/7,16:15:00,2.1,-2.1,74,340,10,24.1,100.985,0
Skee Queen,2017/2/7,17:00:00,1.45,-2.1,77.5,340,6,24.1,101.06,0
Coastal Reissance,2017/2/7,17:00:00,1.45,-2.1,77.5,340,6,24.1,101.06,0
Queen of Cumberland,2017/2/7,18:30:00,0.6,-1.95,83,340,4.5,24.1,101.16,0
Skee Queen,2017/2/7,19:00:00,-0.1,-2,87,345,6,24.1,101.25,0
Mayne Queen,2017/2/7,19:40:00,-0.1,-2,87,345,6,24.1,101.25,0
Coastal Celebration,2017/2/7,19:00:00,-0.1,-2,87,345,6,24.1,101.25,0
Coastal Reissance,2017/2/7,21:00:00,-0.8,-2.9,86,350,8,24.1,101.35,0
Skee Queen,2017/2/7,21:00:00,-0.8,-2.9,86,350,8,24.1,101.35,0
Queen of Cumberland,2017/2/8,5:20:00,-0.4,-3.4,80,350,16,24.1,101.59,0
Mayne Queen,2017/2/8,5:10:00,-0.4,-3.4,80,350,16,24.1,101.59,1
Coastal Celebration,2017/2/8,7:00:00,-0.25,-3.75,77.5,360,18.5,24.1,101.495,0
Skee Queen,2017/2/8,7:00:00,-0.25,-3.75,77.5,360,18.5,24.1,101.495,0
Queen of Cumberland,2017/2/8,8:30:00,0.1,-3.95,74.5,360,17.5,24.1,101.465,0
Skee Queen,2017/2/8,9:00:00,0.4,-3.7,74,185,18.5,16.1,101.42,0
Coastal Reissance,2017/2/8,9:00:00,0.4,-3.7,74,185,18.5,16.1,101.42,0
Mayne Queen,2017/2/8,9:10:00,0.4,-3.7,74,185,18.5,16.1,101.42,0
Queen of Cumberland,2017/2/8,10:25:00,0.15,-3.15,78.5,185,18,4.85,101.355,0
Coastal Celebration,2017/2/8,11:00:00,-0.2,-2.45,85,360,18,2,101.245,0
Skee Queen,2017/2/8,11:00:00,-0.2,-2.45,85,360,18,2,101.245,0
Skee Queen,2017/2/8,13:00:00,-0.45,-1.65,91.5,360,18.5,1.2,101.055,0
Coastal Reissance,2017/2/8,13:00:00,-0.45,-1.65,91.5,360,18.5,1.2,101.055,0
Mayne Queen,2017/2/8,14:50:00,-0.3,-1.4,92,185,18,1.2,100.965,0
Queen of Cumberland,2017/2/8,14:15:00,-0.3,-1.4,92,185,18,1.2,100.965,0
Coastal Celebration,2017/2/8,15:00:00,-0.05,-1.1,92.5,185,20.5,1,100.865,0
Skee Queen,2017/2/8,15:00:00,-0.05,-1.1,92.5,185,20.5,1,100.865,0
Queen of Cumberland,2017/2/8,16:15:00,0.15,-0.85,93,190,21.5,1.6,100.725,0
Coastal Reissance,2017/2/8,17:00:00,0.25,-0.75,93,20,17.5,1.8,100.57,1
Skee Queen,2017/2/8,17:00:00,0.25,-0.75,93,20,17.5,1.8,100.57,0
Queen of Cumberland,2017/2/8,18:30:00,0.4,-0.55,93.5,190,16,2.2,100.44,0
Mayne Queen,2017/2/8,19:40:00,0.7,-0.2,94,195,17.5,3.2,100.355,0
Skee Queen,2017/2/8,19:00:00,0.7,-0.2,94,195,17.5,3.2,100.355,0
Coastal Celebration,2017/2/8,19:00:00,0.7,-0.2,94,195,17.5,3.2,100.355,0
Skee Queen,2017/2/8,21:00:00,1,0.1,94,360,20,3.2,100.18,0
Coastal Reissance,2017/2/8,21:00:00,1,0.1,94,360,20,3.2,100.18,0
Queen of Cumberland,2017/2/9,5:20:00,1.6,0.7,94,350,15,9.7,99.23,0
Mayne Queen,2017/2/9,5:10:00,1.6,0.7,94,350,15,9.7,99.23,0
Coastal Celebration,2017/2/9,7:00:00,1.85,0.95,94,195,14,19.3,99.09,0
Skee Queen,2017/2/9,7:00:00,1.85,0.95,94,195,14,19.3,99.09,0
Queen of Cumberland,2017/2/9,8:30:00,1.95,1.05,94,195,11,14.5,99.005,0
Skee Queen,2017/2/9,9:00:00,2.1,1.2,94,355,14.5,9.7,98.87,0
Coastal Reissance,2017/2/9,9:00:00,2.1,1.2,94,355,14.5,9.7,98.87,0
Mayne Queen,2017/2/9,9:10:00,2.1,1.2,94,355,14.5,9.7,98.87,0
Queen of Cumberland,2017/2/9,10:25:00,2.6,1.7,94,355,15.5,14.5,98.79,0
Coastal Celebration,2017/2/9,11:00:00,3.25,2.3,93.5,200,12,19.3,98.82,0
Skee Queen,2017/2/9,11:00:00,3.25,2.3,93.5,200,12,19.3,98.82,0
Coastal Reissance,2017/2/9,13:00:00,3.95,3.05,94,355,4,19.3,98.835,0
Skee Queen,2017/2/9,13:00:00,3.95,3.05,94,355,4,19.3,98.835,0
Queen of Cumberland,2017/2/9,14:15:00,5.6,4.8,94.5,305,11,19.3,98.9,0
Mayne Queen,2017/2/9,14:50:00,5.6,4.8,94.5,305,11,19.3,98.9,0
Skee Queen,2017/2/9,15:00:00,8.3,6.6,89,250,30,17.7,98.94,0
Coastal Celebration,2017/2/9,15:00:00,8.3,6.6,89,250,30,17.7,98.94,0
Queen of Cumberland,2017/2/9,16:15:00,9.95,6.9,81,255,36,20.1,98.98,0
Coastal Reissance,2017/2/9,17:00:00,10.2,6.5,77.5,265,26.5,24.1,99.085,0
Skee Queen,2017/2/9,17:00:00,10.2,6.5,77.5,265,26.5,24.1,99.085,0
Queen of Cumberland,2017/2/9,18:30:00,10.1,5.9,75,250,19,24.1,99.265,0
Mayne Queen,2017/2/9,19:40:00,9.75,5.35,74,240,25,24.1,99.39,0
Skee Queen,2017/2/9,19:00:00,9.75,5.35,74,240,25,24.1,99.39,0
Coastal Celebration,2017/2/9,19:00:00,9.75,5.35,74,240,25,24.1,99.39,0
Skee Queen,2017/2/9,21:00:00,8.8,5,77,240,17,24.1,99.63,0
Coastal Reissance,2017/2/9,21:00:00,8.8,5,77,240,17,24.1,99.63,0
Mayne Queen,2017/2/10,5:10:00,4.2,3.3,94,330,8,24.1,100.17,0
Queen of Cumberland,2017/2/10,5:20:00,4.2,3.3,94,330,8,24.1,100.17,0
Skee Queen,2017/2/10,7:00:00,4.05,3.25,94.5,360,6,24.1,100.185,0
Coastal Celebration,2017/2/10,7:00:00,4.05,3.25,94.5,360,6,24.1,100.185,0
Queen of Cumberland,2017/2/10,8:30:00,5.8,4.1,89,245,4.5,24.1,100.19,0
Mayne Queen,2017/2/10,9:10:00,7.25,4.2,81,130,9.5,24.1,100.185,0
Skee Queen,2017/2/10,9:00:00,7.25,4.2,81,130,9.5,24.1,100.185,0
Spirit of British Columbia,2017/2/10,9:00:00,7.25,4.2,81,130,9.5,24.1,100.185,0
Queen of Cumberland,2017/2/10,10:25:00,7.2,3.9,79.5,130,13,20.1,100.2,0
Coastal Celebration,2017/2/10,11:00:00,6.65,4.4,85.5,155,13,10.45,100.305,0
Skee Queen,2017/2/10,11:00:00,6.65,4.4,85.5,155,13,10.45,100.305,0
Coastal Reissance,2017/2/10,12:00:00,6.15,4.35,88,215,27,10.45,100.46,0
Skee Queen,2017/2/10,13:00:00,5.55,3.45,86,250,43,14.5,100.63,0
Spirit of British Columbia,2017/2/10,13:00:00,5.55,3.45,86,250,43,14.5,100.63,0
Queen of Cumberland,2017/2/10,14:15:00,5.55,2.65,81.5,250,43,18.5,100.81,0
Mayne Queen,2017/2/10,14:50:00,5.55,2.65,81.5,250,43,18.5,100.81,0
Coastal Celebration,2017/2/10,15:00:00,6.05,2.25,76.5,250,40.5,20.1,100.97,1
Skee Queen,2017/2/10,15:00:00,6.05,2.25,76.5,250,40.5,20.1,100.97,0
Queen of Cumberland,2017/2/10,16:15:00,5.8,2.2,77.5,250,34.5,16.1,101.155,0
Coastal Reissance,2017/2/10,16:00:00,5.8,2.2,77.5,250,34.5,16.1,101.155,0
Skee Queen,2017/2/10,17:00:00,5.35,2.55,82,255,26,16.1,101.34,0
Spirit of British Columbia,2017/2/10,17:00:00,5.35,2.55,82,255,26,16.1,101.34,0
Queen of Cumberland,2017/2/10,18:30:00,4.85,2.65,85.5,255,22.5,16.1,101.495,0
Skee Queen,2017/2/10,19:00:00,4.5,2.2,85,250,18,16.1,101.635,0
Mayne Queen,2017/2/10,19:40:00,4.5,2.2,85,250,18,16.1,101.635,1
Coastal Celebration,2017/2/10,19:00:00,4.5,2.2,85,250,18,16.1,101.635,1
Coastal Reissance,2017/2/10,20:00:00,4.6,2.35,85.5,250,20,14.5,101.76,0
Skee Queen,2017/2/10,21:00:00,4.7,2.7,87,250,25,12.9,101.82,1
Spirit of British Columbia,2017/2/10,21:00:00,4.7,2.7,87,250,25,12.9,101.82,0
Mayne Queen,2017/2/11,5:40:00,5.3,2.5,82,260,7,24.1,102.72,0
Queen of Cumberland,2017/2/11,5:50:00,5.3,2.5,82,260,7,24.1,102.72,0
Skee Queen,2017/2/11,7:00:00,4.85,2.6,85.5,250,12,24.1,102.845,0
Coastal Celebration,2017/2/11,7:00:00,4.85,2.6,85.5,250,12,24.1,102.845,0
Mayne Queen,2017/2/11,8:15:00,5.15,2.85,85,240,9.5,24.1,102.97,0
Spirit of British Columbia,2017/2/11,9:00:00,5.8,3.15,83,220,10.5,24.1,103.08,0
Queen of Cumberland,2017/2/11,9:35:00,5.8,3.15,83,220,10.5,24.1,103.08,0
Skee Queen,2017/2/11,9:00:00,5.8,3.15,83,220,10.5,24.1,103.08,0
Coastal Reissance,2017/2/11,10:00:00,6.3,3.2,80.5,195,11.5,24.1,103.16,0
Coastal Celebration,2017/2/11,11:00:00,6.8,3.35,78.5,175,13,24.1,103.205,0
Skee Queen,2017/2/11,11:00:00,6.8,3.35,78.5,175,13,24.1,103.205,0
Spirit of British Columbia,2017/2/11,13:00:00,7.2,3.3,76,160,16,24.1,103.275,0
Skee Queen,2017/2/11,13:00:00,7.2,3.3,76,160,16,24.1,103.275,0
Coastal Reissance,2017/2/11,14:00:00,7.1,3.2,76,150,17,24.1,103.315,0
Queen of Cumberland,2017/2/11,14:30:00,7.1,3.2,76,150,17,24.1,103.315,0
Coastal Celebration,2017/2/11,15:00:00,7,3.45,78,140,15.5,24.1,103.36,0
Skee Queen,2017/2/11,15:00:00,7,3.45,78,140,15.5,24.1,103.36,0
Mayne Queen,2017/2/11,16:00:00,7.1,3.25,76.5,130,13,24.1,103.385,0
Skee Queen,2017/2/11,17:00:00,7.05,3.05,75.5,120,10,24.1,103.39,0
Spirit of British Columbia,2017/2/11,17:00:00,7.05,3.05,75.5,120,10,24.1,103.39,0
Queen of Cumberland,2017/2/11,18:35:00,6.85,3.25,77.5,110,9.5,24.1,103.385,0
Mayne Queen,2017/2/11,19:10:00,5.9,3.1,82,235,8,24.1,103.38,0
Skee Queen,2017/2/11,19:00:00,5.9,3.1,82,235,8,24.1,103.38,0
Coastal Celebration,2017/2/11,19:00:00,5.9,3.1,82,235,8,24.1,103.38,0
Spirit of British Columbia,2017/2/11,21:00:00,4,2.7,91,340,9,24.1,103.38,0
Skee Queen,2017/2/11,21:00:00,4,2.7,91,340,9,24.1,103.38,0
Mayne Queen,2017/2/12,6:25:00,4.1,2.7,90.5,360,7.5,24.1,103.17,0
Queen of Cumberland,2017/2/12,6:00:00,4.1,2.7,90.5,360,7.5,24.1,103.17,1
Coastal Celebration,2017/2/12,7:00:00,4.25,2.75,90,195,7.5,24.1,103.17,0
Skee Queen,2017/2/12,9:00:00,4.8,2.9,87.5,180,4,24.1,103.255,0
Spirit of British Columbia,2017/2/12,9:00:00,4.8,2.9,87.5,180,4,24.1,103.255,0
Mayne Queen,2017/2/12,9:35:00,4.8,2.9,87.5,180,4,24.1,103.255,0
Coastal Celebration,2017/2/12,11:00:00,5.95,2.6,79,20,7.5,24.1,103.18,0
Skee Queen,2017/2/12,11:00:00,5.95,2.6,79,20,7.5,24.1,103.18,0
Skee Queen,2017/2/12,13:00:00,7.45,1.95,68,245,3.5,24.1,103.1,0
Spirit of British Columbia,2017/2/12,13:00:00,7.45,1.95,68,245,3.5,24.1,103.1,0
Mayne Queen,2017/2/12,14:15:00,7.8,1.45,64,155,7.5,24.1,103.015,1
Queen of Cumberland,2017/2/12,14:40:00,7.8,1.45,64,155,7.5,24.1,103.015,0
Coastal Celebration,2017/2/12,15:00:00,7.45,1.8,67.5,175,9,24.1,102.975,0
Skee Queen,2017/2/12,15:00:00,7.45,1.8,67.5,175,9,24.1,102.975,0
Coastal Reissance,2017/2/12,16:00:00,7.1,2.7,73.5,185,7,24.1,102.95,0
Mayne Queen,2017/2/12,17:25:00,6.35,2.55,76.5,260,5,24.1,102.94,0
Skee Queen,2017/2/12,17:00:00,6.35,2.55,76.5,260,5,24.1,102.94,0
Spirit of British Columbia,2017/2/12,17:00:00,6.35,2.55,76.5,260,5,24.1,102.94,0
Queen of Cumberland,2017/2/12,18:25:00,5.4,2.15,79.5,315,4,24.1,102.955,0
Coastal Celebration,2017/2/12,19:00:00,4.55,1.85,82.5,335,4.5,24.1,102.965,0
Mayne Queen,2017/2/12,19:10:00,4.55,1.85,82.5,335,4.5,24.1,102.965,0
Skee Queen,2017/2/12,19:00:00,4.55,1.85,82.5,335,4.5,24.1,102.965,0
Spirit of British Columbia,2017/2/12,21:00:00,3.2,1.3,87,360,8,24.1,102.98,0
Skee Queen,2017/2/12,21:00:00,3.2,1.3,87,360,8,24.1,102.98,0
Mayne Queen,2017/2/13,5:10:00,3.8,0.3,78,30,5,24.1,102.73,0
Queen of Cumberland,2017/2/13,5:20:00,3.8,0.3,78,30,5,24.1,102.73,0
Skee Queen,2017/2/13,7:00:00,3.75,0.45,79,10,7.5,24.1,102.685,0
Coastal Celebration,2017/2/13,7:00:00,3.75,0.45,79,10,7.5,24.1,102.685,0
Queen of Cumberland,2017/2/13,8:30:00,4.5,0.65,76,20,10.5,24.1,102.68,0
Mayne Queen,2017/2/13,9:10:00,5.75,1.3,73,25,12,24.1,102.66,0
Skee Queen,2017/2/13,9:00:00,5.75,1.3,73,25,12,24.1,102.66,0
Spirit of British Columbia,2017/2/13,9:00:00,5.75,1.3,73,25,12,24.1,102.66,0
Queen of Cumberland,2017/2/13,10:25:00,6.9,1.8,70,15,14,24.1,102.615,0
Skee Queen,2017/2/13,11:00:00,7.7,1.75,66,20,16,24.1,102.54,0
Coastal Celebration,2017/2/13,11:00:00,7.7,1.75,66,20,16,24.1,102.54,0
Coastal Reissance,2017/2/13,12:00:00,8.15,1.65,63.5,25,17.5,24.1,102.435,0
Skee Queen,2017/2/13,13:00:00,8.85,1.3,59,190,19,24.1,102.33,0
Spirit of British Columbia,2017/2/13,13:00:00,8.85,1.3,59,190,19,24.1,102.33,0
Mayne Queen,2017/2/13,14:15:00,9.45,1.05,55.5,195,17,24.1,102.245,0
Queen of Cumberland,2017/2/13,14:40:00,9.45,1.05,55.5,195,17,24.1,102.245,0
Coastal Celebration,2017/2/13,15:00:00,9.8,1.25,55,30,12.5,24.1,102.18,0
Skee Queen,2017/2/13,15:00:00,9.8,1.25,55,30,12.5,24.1,102.18,0
Coastal Reissance,2017/2/13,16:00:00,9.9,1.35,55,20,9,24.1,102.125,0
Skee Queen,2017/2/13,17:00:00,9.3,1.5,58,25,9,24.1,102.07,0
Spirit of British Columbia,2017/2/13,17:00:00,9.3,1.5,58,25,9,24.1,102.07,0
Mayne Queen,2017/2/13,17:25:00,9.3,1.5,58,25,9,24.1,102.07,0
Queen of Cumberland,2017/2/13,18:25:00,8.35,1.75,63,40,8,24.1,102.025,0
Skee Queen,2017/2/13,19:00:00,7.5,2.1,68.5,25,5.5,24.1,102.01,0
Mayne Queen,2017/2/13,19:10:00,7.5,2.1,68.5,25,5.5,24.1,102.01,0
Coastal Celebration,2017/2/13,19:00:00,7.5,2.1,68.5,25,5.5,24.1,102.01,0
Skee Queen,2017/2/13,21:00:00,5.5,2.5,81,340,4,24.1,102.02,0
Spirit of British Columbia,2017/2/13,21:00:00,5.5,2.5,81,340,4,24.1,102.02,0
Queen of Cumberland,2017/2/14,5:20:00,4.7,1.9,82,360,4,24.1,101.82,0
Mayne Queen,2017/2/14,5:10:00,4.7,1.9,82,360,4,24.1,101.82,0
Skee Queen,2017/2/14,7:00:00,5.55,1.35,74.5,180,5.5,24.1,101.8,0
Coastal Celebration,2017/2/14,7:00:00,5.55,1.35,74.5,180,5.5,24.1,101.8,0
Queen of Cumberland,2017/2/14,8:30:00,6.1,1.5,72.5,170,5,24.1,101.79,0
Skee Queen,2017/2/14,9:00:00,7,1.45,68,180,5.5,24.1,101.75,0
